pattern_type,props,utterance,ltl_formula
fair_visit,"['a', 'b', 'c', 'd']",travel between a b c  and d multiple times in any sequence but ensure neither is visited more than once more than the other,& & F a & F b & F c F d & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c & G i c W c & ! c W ! c d G i d W d & ! d W ! d a
fair_visit,"['a', 'b', 'c', 'd']",revisit a b c and d multiple times but be sure not to go to one more than the other more than once,& & F a & F b & F c F d & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c & G i c W c & ! c W ! c d G i d W d & ! d W ! d a
fair_visit,"['a', 'b', 'c']",make sure you frequent a b and c equally or at most one time in difference,& & F a & F b F c & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c G i c W c & ! c W ! c a
fair_visit,"['a', 'b', 'c']",visit a b and c multiple times in arbitrary order but do not visit one more than one time more than the other,& & F a & F b F c & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c G i c W c & ! c W ! c a
fair_visit,"['a', 'b', 'c']",go to a b and c any time and in any order but do not visit one more than the other more than once,& & F a & F b F c & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c G i c W c & ! c W ! c a
fair_visit,"['a', 'b', 'c']",travel between a b and c multiple times in any sequence but ensure neither is visited more than once more than the other,& & F a & F b F c & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c G i c W c & ! c W ! c a
fair_visit,"['a', 'b', 'c']",revisit a b and c multiple times but be sure not to go to one more than the other more than once,& & F a & F b F c & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c G i c W c & ! c W ! c a
fair_visit,"['a', 'b']",make sure you frequent a and b equally or at most one time in difference,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
fair_visit,"['a', 'b']",visit a and b multiple times in arbitrary order but do not visit one more than one time more than the other,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
fair_visit,"['a', 'b']",go to a and b any time and in any order but do not visit one more than the other more than once,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
fair_visit,"['a', 'b']",travel between a and b multiple times in any sequence but ensure neither is visited more than once more than the other,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
fair_visit,"['a', 'b']",revisit a and b multiple times but be sure not to go to one more than the other more than once,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
visit,['a'],go to a,F a
visit,['a'],visit a,F a
visit,['a'],stop by a,F a
visit,"['a', 'b']",move to a and b,& F a F b
visit,"['a', 'b']",go to a and b,& F a F b
visit,"['a', 'b']",stop by a and b,& F a F b
strictly_ordered_visit,"['a', 'b']",visit b but only after a also you cannot revisit a before completing the remaining tasks,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",go to a only then go to b but ensure to not revisit a,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",visit a and b in that exact sequence out of sequence visits and repeated visits are not permitted,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",go to a and only then go to b without returning to a,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",reach a and then b in that exact order without repetitions,& & U ! b a F b U ! a U a U ! a b
sequenced_visit,"['a', 'b']",visit a then visit b,F & a F b
sequenced_visit,"['a', 'b']",visit a followed by b,F & a F b
sequenced_visit,"['a', 'b']",go to a then b,F & a F b
sequenced_visit,"['a', 'b']",go to b after visiting a,F & a F b
patrolling,['a'],keep on visiting a forever,G F a
patrolling,['a'],go to a repeatedly,G F a
patrolling,['a'],visit a infinitely often,G F a
patrolling,['a'],make sure at any point in time you will visit a at least once in the future,G F a
patrolling,['a'],keep visiting a forever,G F a
patrolling,"['a', 'b']",keep visiting a and b forever,& G F a G F b
patrolling,"['a', 'b']",go to a and b infinitely often,& G F a G F b
patrolling,"['a', 'b']",repeatedly visit a and b forever,& G F a G F b
patrolling,"['a', 'b']",at any point in time you must visit a and b at least once after,& G F a G F b
patrolling,"['a', 'b']",always keep visiting a and b,& G F a G F b
patrolling,"['a', 'b', 'c']",keep visiting a b and c infinitely often,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",make sure you are always visiting a b and c,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",do not ever stop visiting a b and c,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",at any point in time ensure that you will visit a b and c at least once in the future,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",repeatedly keep visiting a b and c,& G F a & G F b G F c
patrolling,['a'],keep visiting a,G F a
patrolling,['a'],continue to visit a,G F a
patrolling,['a'],visit a again and again,G F a
sequenced_visit,"['a', 'b', 'c']",visit a then b then c,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",go to a then b then c,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",visit a b c one after the other,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",visit a followed by b which is then to be followed by c,F & a F & b F c
strictly_ordered_visit,"['a', 'b', 'c']",visit b but before visiting b you must visit a only after that visit c visit each location once,& & U ! b a & U ! c b F c & U ! a U a U ! a b U ! b U b U ! b c
strictly_ordered_visit,"['a', 'b', 'c']",visit a only once without visiting b then visit b one time without visiting c finally visit c in the future,& & U ! b a & U ! c b F c & U ! a U a U ! a b U ! b U b U ! b c
strictly_ordered_visit,"['a', 'b', 'c']",visit a b and c once do not visit b without visiting a and do not visit c without visiting b,& & U ! b a & U ! c b F c & U ! a U a U ! a b U ! b U b U ! b c
strictly_ordered_visit,"['a', 'b', 'c']",only visit a once followed by visiting b then visiting c once,& & U ! b a & U ! c b F c & U ! a U a U ! a b U ! b U b U ! b c
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",don not stop visiting a b and c,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",visit a only once then eventually visit b only once then visit c in the future for one time followed by one visit to d and after that h,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",visit a b c d and h once do not visit b without visiting a and do not visit c without visiting b also do not visit d without visiting c and do not visit h without visiting d,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",visit a followed by visiting b then visit c d and h in this exact order visit all locations once,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
patrolling,"['a', 'b', 'c']",keep going to a b and c an infinite number of times,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",keep visiting a b and c an infinite number of times,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",continue visiting  a b and c an infinite number of times,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",do not stop visiting a b and c,& G F a & G F b G F c
visit,"['a', 'b', 'c', 'd']",move to a b c and d in any order,& F a & F b & F c F d
visit,"['a', 'b', 'c', 'd']",stop by a b c and d in any order,& F a & F b & F c F d
visit,"['a', 'b', 'c', 'd']",visit a b c and d in any order,& F a & F b & F c F d
visit,"['a', 'b', 'c', 'd']",move to a b c and d in any order,& F a & F b & F c F d
visit,"['a', 'b', 'c', 'd']",visit a b c and d in any order,& F a & F b & F c F d
visit,"['a', 'b', 'c', 'd']",stop by a b c and d in any order,& F a & F b & F c F d
visit,"['a', 'b', 'c']",move to a b and c in any order,& F a & F b F c
visit,"['a', 'b', 'c']",stop by a b and c in any order,& F a & F b F c
visit,"['a', 'b', 'c']",visit a b and c in any order,& F a & F b F c
patrolling,"['a', 'b', 'c', 'd']",visit locations a b c and d an infinite number of times,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",keep visiting a b c and d,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",keep going to a b c and d ,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",go to a b c and d over and over again,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",continue to stop at a b c and d,& G F a & G F b & G F c G F d
visit,"['a', 'b', 'c', 'd', 'h']",visit a b c d and h in any order,& F a & F b & F c & F d F h
visit,"['a', 'b', 'c', 'd', 'h']",visit c a d h and b in no particular order,& F a & F b & F c & F d F h
visit,"['a', 'b', 'c', 'd', 'h']",go to a d c h and b at least once,& F a & F b & F c & F d F h
visit,"['a', 'b', 'c', 'd', 'h']",go to b a h c and d ,& F a & F b & F c & F d F h
visit,"['a', 'b', 'c', 'd', 'h']",go to h c b d and a in any order,& F a & F b & F c & F d F h
patrolling,['a'],please keep visiting a,G F a
patrolling,['a'],keep going to a,G F a
patrolling,['a'],always stop at a repeatedly,G F a
patrolling,['a'],keep visiting a,G F a
patrolling,['a'],patrol a repeatedly,G F a
visit,['a'],please go to a,F a
visit,['a'],travel to a,F a
visit,['a'],visit a,F a
visit,['a'],stop at a,F a
visit,['a'],make your way to a,F a
visit,"['a', 'b']",go to a and b in any order,& F a F b
visit,"['a', 'b']",make sure to go to both a and b,& F a F b
visit,"['a', 'b']",visit a and b,& F a F b
visit,"['a', 'b']",make sure to go to both a and b at least once,& F a F b
visit,"['a', 'b']",go to b and a in any order,& F a F b
visit,"['a', 'b', 'c', 'd']",go to b d a and c in any order,& F a & F b & F c F d
visit,"['a', 'b', 'c', 'd']",visit a d c and b on your travels,& F a & F b & F c F d
visit,"['a', 'b', 'c', 'd']",make sure to visit a b d and c in any order,& F a & F b & F c F d
visit,"['a', 'b', 'c', 'd']",please visit each of d c b and a,& F a & F b & F c F d
visit,"['a', 'b', 'c', 'd']",travel to a b c and d ,& F a & F b & F c F d
fair_visit,"['a', 'b']",visit a and b but the number of times you visit a can never exceed the number of times you visit b by more than one,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
fair_visit,"['a', 'b']",go to a and b but the difference between the number of times you go to a and b is at most one,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
fair_visit,"['a', 'b']",fairly visit a and b that means the number of times you go to one location can be at most one more than the number of times you go to the other location,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
fair_visit,"['a', 'b', 'c']",visit a and b and c but the number of times you visit any one location can never exceed the number of times you visit any other location by more than one,& & F a & F b F c & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c G i c W c & ! c W ! c a
fair_visit,"['a', 'b', 'c']",go to a and b and c but the difference between the number of times you go to any two locations a b or a c or b c is at most one,& & F a & F b F c & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c G i c W c & ! c W ! c a
fair_visit,"['a', 'b', 'c']",fairly visit a and b and c that means the number of times you go to any one location can be at most one more than the number of times you go to any other location,& & F a & F b F c & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c G i c W c & ! c W ! c a
fair_visit,"['a', 'b', 'c', 'd']",visit locations a and b and c and d but the number of times you visit any one location can never exceed the number of times you visit any other location by more than one,& & F a & F b & F c F d & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c & G i c W c & ! c W ! c d G i d W d & ! d W ! d a
fair_visit,"['a', 'b', 'c', 'd']",go to locations a and b and c and d but the difference between the number of times you go to any two locations is at most one,& & F a & F b & F c F d & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c & G i c W c & ! c W ! c d G i d W d & ! d W ! d a
fair_visit,"['a', 'b', 'c', 'd']",fairly visit locations a and b and c and d that means the number of times you go to any one location can be at most one more than the number of times you go to any other location,& & F a & F b & F c F d & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c & G i c W c & ! c W ! c d G i d W d & ! d W ! d a
fair_visit,"['a', 'b', 'c', 'd', 'h']",visit locations a and b and c and d and h but the number of times you visit any one location can never exceed the number of times you visit any other location by more than one,& & F a & F b & F c & F d F h & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c & G i c W c & ! c W ! c d & G i d W d & ! d W ! d h G i h W h & ! h W ! h a
fair_visit,"['a', 'b', 'c', 'd', 'h']",go to locations a and b and c and d and h but the difference between the number of times you go to any two locations is at most one,& & F a & F b & F c & F d F h & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c & G i c W c & ! c W ! c d & G i d W d & ! d W ! d h G i h W h & ! h W ! h a
fair_visit,"['a', 'b', 'c', 'd', 'h']",fairly visit locations a and b and c and d and h that means the number of times you go to any one location can be at most one more than the number of times you go to any other location,& & F a & F b & F c & F d F h & G i a W a & ! a W ! a b & G i b W b & ! b W ! b c & G i c W c & ! c W ! c d & G i d W d & ! d W ! d h G i h W h & ! h W ! h a
patrolling,"['a', 'b']",keep going between a and b,& G F a G F b
patrolling,"['a', 'b']",keep visiting a and b,& G F a G F b
patrolling,"['a', 'b']",keep visiting b and a,& G F a G F b
patrolling,"['a', 'b']",keep on visiting a and b,& G F a G F b
patrolling,"['a', 'b']",travel to a and b an infinite number of times,& G F a G F b
patrolling,"['a', 'b', 'c']",visit a b and c infinitely often,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",keep visiting c a and b,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",go to a c and b an infinite number of times,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",continuously move to c b and a,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",keep going to a b and c an infinite number of times,& G F a & G F b G F c
patrolling,"['a', 'b', 'c', 'd', 'h']",keep going to h d c b and a,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",visit b c a d and h an infinite number of times,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",go to a d c h and b an infinite number of times,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",go to a b c d and h infinitely often,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",cycle through d h b c and a,& G F a & G F b & G F c & G F d G F h
visit,"['a', 'b', 'c', 'd', 'h']",visit a b c d and h in no specific order,& F a & F b & F c & F d F h
visit,"['a', 'b', 'c', 'd', 'h']",reach a b c d and h in any order,& F a & F b & F c & F d F h
visit,"['a', 'b', 'c', 'd', 'h']",make sure you go to a b c d h in any order,& F a & F b & F c & F d F h
visit,"['a', 'b', 'c', 'd', 'h']",you must visit a b c d h but it can be done in any order,& F a & F b & F c & F d F h
visit,"['a', 'b', 'c', 'd', 'h']",in no particular order visit a b c d h,& F a & F b & F c & F d F h
strictly_ordered_visit,"['a', 'b', 'c']",visit a exactly once do not visit b or c before a then visit b exactly once  do not visit c before b finally visit c,& & U ! b a & U ! c b F c & U ! a U a U ! a b U ! b U b U ! b c
strictly_ordered_visit,"['a', 'b', 'c']",go to a exactly once then go to b exactly once finally go to c do not go to b or c before a do not go to c before b,& & U ! b a & U ! c b F c & U ! a U a U ! a b U ! b U b U ! b c
strictly_ordered_visit,"['a', 'b', 'c']",visit a exactly once while avoiding b and c then visit b exactly once while avoiding c finally visit c,& & U ! b a & U ! c b F c & U ! a U a U ! a b U ! b U b U ! b c
strictly_ordered_visit,"['a', 'b', 'c']",go to a exactly once while avoiding b and c then go to b exactly once while avoiding c finally go to c,& & U ! b a & U ! c b F c & U ! a U a U ! a b U ! b U b U ! b c
strictly_ordered_visit,"['a', 'b', 'c']",visit a exactly once avoid b or c before a then reach b exactly once  avoid c before b finally move to c,& & U ! b a & U ! c b F c & U ! a U a U ! a b U ! b U b U ! b c
strictly_ordered_visit,"['a', 'b']",go to a only once but keep away from b and then visit b but keep away from a,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",visit a one time but not through b and head to b after a is visited but not through a,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",stay away from b until you visit a exactly once and then go to b while staying away from a,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",avoid b initially when a is not visited and then just visit a once and then visit b while avoiding a,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",do not visit b before you visit a and then go to b without revisiting a,& & U ! b a F b U ! a U a U ! a b
sequenced_visit,"['a', 'b', 'c']",go to a then go to b then go to c,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",move to a then move to b then move to c,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",visit a then visit b then reach c,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",visit a then visit b finally reach c,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",move to a then move to b finally reach c,F & a F & b F c
ordered_visit,"['a', 'b', 'c']",go to a at least once while avoiding b and c then go to b at least once while avoiding c finally go to c,& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']",visit a at least once do not visit b or c before a then visit b at least once do not visit c before b finally visit c,& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']",visit a at least once then visit b at least once finally visit c do not visit b or c before a do not visit c before b,& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']",move to a at least once do not visit b or c before a then move to b at least once do not visit c before b finally reach c,& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']",move to a while avoiding b and c then move to b while avoiding c finally reach c,& U ! b a & U ! c b F c
strictly_ordered_visit,"['a', 'b', 'c', 'd']",go to a only once but keep away from b c and d and then go to b only once but keep away from a c and d and then go to c only once but keep way from a b and d and finally go to d once but keep away from a b and c,& & U ! b a & U ! c b & U ! d c F d & U ! a U a U ! a b & U ! b U b U ! b c U ! c U c U ! c d
strictly_ordered_visit,"['a', 'b', 'c', 'd']",visit a one time but not through b c or d and then visit b once but not through a c or d and then visit c once but not through a b or d and then visit d once but not through a b or c,& & U ! b a & U ! c b & U ! d c F d & U ! a U a U ! a b & U ! b U b U ! b c U ! c U c U ! c d
strictly_ordered_visit,"['a', 'b', 'c', 'd']",stay away from b c and d until you make a single visit to a and then make your way to b while staying away from a c and d and then make your way to c while staying away from a b or d and finally make your way to d while staying away from a b and c,& & U ! b a & U ! c b & U ! d c F d & U ! a U a U ! a b & U ! b U b U ! b c U ! c U c U ! c d
strictly_ordered_visit,"['a', 'b', 'c', 'd']",head to a b c and d in this order without skipping or revisiting any one of them,& & U ! b a & U ! c b & U ! d c F d & U ! a U a U ! a b & U ! b U b U ! b c U ! c U c U ! c d
strictly_ordered_visit,"['a', 'b', 'c', 'd']",visit each of a b c and d exactly once in this order,& & U ! b a & U ! c b & U ! d c F d & U ! a U a U ! a b & U ! b U b U ! b c U ! c U c U ! c d
patrolling,"['a', 'b', 'c']",visit a b and c indefinitely,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",do not stop going to c a and b,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",travel to b c and a infinitely,& G F a & G F b G F c
patrolling,"['a', 'b', 'c']",explore b a and c forever,& G F a & G F b G F c
patrolling,"['a', 'b', 'c', 'd']",continuously visit a b c and d,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",do not go to c a d and b a finite number of times,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",perpetually travel to b c and a,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",explore b a and c endlessy,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",you are prohibited from not infinitely going to d c a and b,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd', 'h']",go to c a d h and b an infinite number of times,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",visit a b h d and c with no limits,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",you are prohibited from not going to d c h b and a forever,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",you cannot stop traveling to c a h b and d,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",you are not allowed to cease exploring a b c d and h,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd']",keep visiting a b c and d in no specific order,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",keep going to a b c and d in any order,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",keep visiting a b c and d in any order infinitely ,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",do not stop visiting a b c and d in no specific order,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd']",do not stop going to a b c and d in any order,& G F a & G F b & G F c G F d
patrolling,"['a', 'b', 'c', 'd', 'h']",keep visiting a b c d and h in no specific order,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",keep going to a b c d and h in any order,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",keep visiting a b c d and h in any order infinitely ,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",do not stop visiting a b c d and h in no specific order,& G F a & G F b & G F c & G F d G F h
patrolling,"['a', 'b', 'c', 'd', 'h']",do not stop going to a b c d and h in no specific order,& G F a & G F b & G F c & G F d G F h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",go to a only then go to b only then go to c only then go to d and only then go to h make sure to  not revisit any of the locations before completing the task,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",go to a only then go to  b without returning only after that go to c without returning only after that go to d without returning  and finally only then go to h without returning,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",go to h but only after going to d only once go to d only after going to c only once go to c only after going to b only once and go to b only after going to a only once,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",visit a and only then visit b without returning to a only then visit c without returning to b only then visit d without returning to c and only then visit h without returning to d,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",visit a b c d and h in that exact order once you leave any location you cannot return to it,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
ordered_visit,"['a', 'b', 'c', 'd', 'h']",visit a do not visit b c d or h before visiting a then visit b do not visit c d or h before visiting b then visit c do not visit d or h before visiting c then visit d do not visit h before visiting d finally visit h  ,& U ! b a & U ! c b & U ! d c & U ! h d F h
ordered_visit,"['a', 'b', 'c', 'd', 'h']",visit a do not visit b c d or h until you visit a then visit b do not visit c d or h until you visit b then visit c do not visit d or h until you visit c then visit d do not visit h until you visit d finally reach h  ,& U ! b a & U ! c b & U ! d c & U ! h d F h
patrolling,"['a', 'b']",never stop visiting a and b,& G F a G F b
patrolling,"['a', 'b']",frequent a and b infinitely in any order,& G F a G F b
patrolling,"['a', 'b']",visit a and b an infinite number of times,& G F a G F b
patrolling,"['a', 'b']",keep going to a and b in arbitrary order,& G F a G F b
patrolling,"['a', 'b']",please keep visiting a and b without stopping,& G F a G F b
patrolling,['a'],never stop visiting a,G F a
patrolling,['a'],make sure a is visited infinitely,G F a
patrolling,['a'],visit a an infinite number of times,G F a
patrolling,['a'],frequent a infinitely,G F a
patrolling,['a'],please keep visiting a without stopping,G F a
patrolling,"['a', 'b']",keep visiting a and b in any order,& G F a G F b
patrolling,"['a', 'b']",make sure a and b are visited infinitely,& G F a G F b
patrolling,"['a', 'b']",do not stop visiting a and b,& G F a G F b
patrolling,"['a', 'b']",frequent a and b but the order can be arbitrary,& G F a G F b
patrolling,"['a', 'b']",keep going back and forth between a and b,& G F a G F b
sequenced_visit,"['a', 'b', 'c', 'd', 'h']",go to a then go to b then go to c then go to d finally go to h,F & a F & b F & c F & d F h
sequenced_visit,"['a', 'b', 'c', 'd', 'h']",visit a then visit b then visit c then visit d finally visit h,F & a F & b F & c F & d F h
sequenced_visit,"['a', 'b', 'c', 'd', 'h']",move to a then move to b then move to c then move to d finally move to h,F & a F & b F & c F & d F h
sequenced_visit,"['a', 'b', 'c', 'd', 'h']",first go to a then move to b then go visit c then visit d finally reach h,F & a F & b F & c F & d F h
sequenced_visit,"['a', 'b', 'c', 'd', 'h']",first make your way to a then you must go to b after that visit c then move to d finally reach h,F & a F & b F & c F & d F h
ordered_visit,"['a', 'b', 'c']",go to a but not through b or c and then go to b but not through c and finally go to c,& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']",make your way to a but keep avoiding b and c and head to b but keep avoiding c and then visit c,& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']",direct yourself to a but keep away from b and c then go to b but bypass c and eventually make your way to c,& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']",keep away from b and c while heading to a and then keep away from c while heading to b and eventually go to c,& U ! b a & U ! c b F c
ordered_visit,"['a', 'b', 'c']",visit a b and c in order but keep avoiding latter ones when you are heading to former ones,& U ! b a & U ! c b F c
visit,['a'],go to a,F a
visit,['a'],make sure you visit a at least once,F a
visit,['a'],walk to a,F a
visit,['a'],make your way to a,F a
visit,['a'],head to a,F a
ordered_visit,"['a', 'b']",do not visit b until you go to a,& U ! b a F b
ordered_visit,"['a', 'b']",you must visit a first before going to b,& U ! b a F b
ordered_visit,"['a', 'b', 'c', 'd']",visit a as many times as you want while avoiding b c and d then visit b as many times as you want while avoiding c and d then visit c as many times as you want while avoiding d finally visit d,& U ! b a & U ! c b & U ! d c F d
strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']",before visiting b c d and h visit a and never visit it again then visit b before c d and h and never visit it again do not visit d and h until you visit c never visit c again then visit d before h and never visit h again finally visit h,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h
strictly_ordered_visit,"['a', 'b']",visit b but before visiting b you must visit a visit each location once,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",visit a and visit only once then eventually visit b do not visit b before visiting a,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",only visit a once then visit b only after visiting a,& & U ! b a F b U ! a U a U ! a b
strictly_ordered_visit,"['a', 'b']",visit a only once then visit b but do not visit b before visiting a,& & U ! b a F b U ! a U a U ! a b
sequenced_visit,"['a', 'b', 'c']",go to a then go to b then go to c,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",go to a then visit b then reach c,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",go to c after b go to b after going to a,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",visit b at least once after going to a and visit c at least once after going to b,F & a F & b F c
sequenced_visit,"['a', 'b', 'c']",reach a then reach b and then reach c,F & a F & b F c
sequenced_visit,"['a', 'b', 'c', 'd']",go to a then go to b then go to c and then go to d,F & a F & b F & c F d
sequenced_visit,"['a', 'b', 'c', 'd']",ensure that you visit a b c and d in order,F & a F & b F & c F d
sequenced_visit,"['a', 'b', 'c', 'd']",visit b at least once after visiting a visit c at least once after visiting a and b visit d at least once after visiting a b and c,F & a F & b F & c F d
sequenced_visit,"['a', 'b', 'c', 'd']",reach a then reach b then reach c and then reach d,F & a F & b F & c F d
